"Path","Name","Folder","Type","Length"
"sprint-198R4-alert-runtime-evaluation-contract-certification.md","sprint-198R4-alert-runtime-evaluation-contract-certification.md","docs","sprint","5107"
"sprint-198R5-alert-evaluation-strategy-certification.md","sprint-198R5-alert-evaluation-strategy-certification.md","docs","sprint","4894"
"sprint-199-alert-evaluation-engine.md","sprint-199-alert-evaluation-engine.md","docs","sprint","5210"
"sprint-199R-alert-evaluation-policy-layer.md","sprint-199R-alert-evaluation-policy-layer.md","docs","sprint","3298"
"sprint-199R2-alert-evaluation-pipeline-certification.md","sprint-199R2-alert-evaluation-pipeline-certification.md","docs","sprint","4840"
"sprint-199R3-alert-capability-boundary-certification.md","sprint-199R3-alert-capability-boundary-certification.md","docs","sprint","4106"
"sprint-200-consumption-layer-integration.md","sprint-200-consumption-layer-integration.md","docs","sprint","5898"
"sprint-201-alert-configuration-operational-experience.md","sprint-201-alert-configuration-operational-experience.md","docs","sprint","7203"
"sprint-201R-operational-experience-hardening.md","sprint-201R-operational-experience-hardening.md","docs","sprint","6946"
"sprint-201R2-alert-configuration-persistence-boundary-certification.md","sprint-201R2-alert-configuration-persistence-boundary-certification.md","docs","sprint","4386"
"sprint-201R3-alert-operational-experience-architecture-freeze-certification.md","sprint-201R3-alert-operational-experience-architecture-freeze-certification.md","docs","sprint","5515"
"sprint-202-alert-runtime-configuration-wiring-integration.md","sprint-202-alert-runtime-configuration-wiring-integration.md","docs","sprint","3896"
"sprint-202R-runtime-wiring-boundary-certification.md","sprint-202R-runtime-wiring-boundary-certification.md","docs","sprint","2717"
"sprint-202R2-runtime-wiring-architecture-freeze-certification.md","sprint-202R2-runtime-wiring-architecture-freeze-certification.md","docs","sprint","2318"
"sprint-203-runtime-activation-integration.md","sprint-203-runtime-activation-integration.md","docs","sprint","4701"
"sprint-204-workspace-runtime-integration.md","sprint-204-workspace-runtime-integration.md","docs","sprint","4266"
"sprint-204R-workspace-runtime-hardening.md","sprint-204R-workspace-runtime-hardening.md","docs","sprint","4151"
"sprint-205-dashboard-runtime-integration.md","sprint-205-dashboard-runtime-integration.md","docs","sprint","5821"
"sprint-206-notification-activation.md","sprint-206-notification-activation.md","docs","sprint","6149"
"sprint-207-lifecycle-persistence-integration.md","sprint-207-lifecycle-persistence-integration.md","docs","sprint","7365"
"sprint-208-operational-actions-integration.md","sprint-208-operational-actions-integration.md","docs","sprint","7251"
"sprint-209-persistence-dashboard-audit.md","sprint-209-persistence-dashboard-audit.md","docs","sprint","17373"
"sprint-210-runtime-integration-remediation.md","sprint-210-runtime-integration-remediation.md","docs","sprint","7199"
"sprint-211-explicit-alert-enrollment.md","sprint-211-explicit-alert-enrollment.md","docs","sprint","7221"
"sprint-212-dashboard-ux-consolidation.md","sprint-212-dashboard-ux-consolidation.md","docs","sprint","15788"
"sprint-213-dashboard-ux-refactoring.md","sprint-213-dashboard-ux-refactoring.md","docs","sprint","6464"
"sprint-214-dashboard-default-collapsed.md","sprint-214-dashboard-default-collapsed.md","docs","sprint","4142"
"sprint-215-dashboard-search-architecture.md","sprint-215-dashboard-search-architecture.md","docs","sprint","8086"
"sprint-216-dashboard-search-ownership.md","sprint-216-dashboard-search-ownership.md","docs","sprint","5593"
"sprint-217-dashboard-provider-integration-audit.md","sprint-217-dashboard-provider-integration-audit.md","docs","sprint","7845"
"sprint-218-dashboard-search-consumer-extraction.md","sprint-218-dashboard-search-consumer-extraction.md","docs","sprint","2925"
"sprint-219-dashboard-local-search-implementation.md","sprint-219-dashboard-local-search-implementation.md","docs","sprint","3444"
"sprint-220-dashboard-search-results-navigation.md","sprint-220-dashboard-search-results-navigation.md","docs","sprint","2701"
"sprint-221-alert-configuration-ux-audit.md","sprint-221-alert-configuration-ux-audit.md","docs","sprint","6870"
"sprint-222-alert-configuration-ux-refactoring-multi-alert-administration.md","sprint-222-alert-configuration-ux-refactoring-multi-alert-administration.md","docs","sprint","3598"
"sprint-223-alert-scheduling-completion-stabilization.md","sprint-223-alert-scheduling-completion-stabilization.md","docs","sprint","6064"
"sprint-224-alert-scheduling-input-binding-audit.md","sprint-224-alert-scheduling-input-binding-audit.md","docs","sprint","4541"
"sprint-226-alert-operational-visualization-audit.md","sprint-226-alert-operational-visualization-audit.md","docs","sprint","4798"
"sprint-227-alert-collection-administration.md","sprint-227-alert-collection-administration.md","docs","sprint","4867"
"sprint-228-alert-collection-persistence-operational-read-audit.md","sprint-228-alert-collection-persistence-operational-read-audit.md","docs","sprint","5178"
"sprint-229-alert-collection-persistence.md","sprint-229-alert-collection-persistence.md","docs","sprint","3915"
"sprint-231-operational-experience-consolidation.md","sprint-231-operational-experience-consolidation.md","docs","sprint","4909"
"sprint-232-alert-experience-unification.md","sprint-232-alert-experience-unification.md","docs","sprint","4936"
"sprint-233-form-navigation-resolution-audit.md","sprint-233-form-navigation-resolution-audit.md","docs","sprint","6258"
"sprint-234-form-navigation-payload-correction.md","sprint-234-form-navigation-payload-correction.md","docs","sprint","3981"
"sprint-235-operational-alert-prioritization.md","sprint-235-operational-alert-prioritization.md","docs","sprint","4526"
"sprint-236-operational-time-projection-audit.md","sprint-236-operational-time-projection-audit.md","docs","sprint","6251"
"sprint-237-operational-temporal-projections.md","sprint-237-operational-temporal-projections.md","docs","sprint","5329"
"sprint-238-operational-time-persistence-audit.md","sprint-238-operational-time-persistence-audit.md","docs","sprint","8403"
"sprint-239-temporal-anchor-persistence.md","sprint-239-temporal-anchor-persistence.md","docs","sprint","5146"
"sprint-240-operational-status-classification.md","sprint-240-operational-status-classification.md","docs","sprint","4197"
"sprint-241-alert-collection-persistence-integrity-audit.md","sprint-241-alert-collection-persistence-integrity-audit.md","docs","sprint","7611"
"sprint-242-alert-calidad-write-path-consolidation.md","sprint-242-alert-calidad-write-path-consolidation.md","docs","sprint","4262"
"sprint-243-alert-config-workspace-collapsible.md","sprint-243-alert-config-workspace-collapsible.md","docs","sprint","3803"
"sprint-244-alert-selector-active-sync-audit.md","sprint-244-alert-selector-active-sync-audit.md","docs","sprint","6404"
"sprint-245-alert-selector-interaction-ux-audit.md","sprint-245-alert-selector-interaction-ux-audit.md","docs","sprint","5248"
"sprint-246-alert-workspace-interaction-flow-audit.md","sprint-246-alert-workspace-interaction-flow-audit.md","docs","sprint","6317"
"sprint-247-alert-workspace-active-sync-form-remount.md","sprint-247-alert-workspace-active-sync-form-remount.md","docs","sprint","4493"
"sprint-248-alert-workspace-preview-removal.md","sprint-248-alert-workspace-preview-removal.md","docs","sprint","4264"
"sprint-249-dynamic-forms-workspace-presentation-model-unification.md","sprint-249-dynamic-forms-workspace-presentation-model-unification.md","docs","sprint","8176"
"sprint-250-dynamic-forms-workspace-presentation-unification.md","sprint-250-dynamic-forms-workspace-presentation-unification.md","docs","sprint","5444"
"sprint-251-configuration-null-state-regression-audit.md","sprint-251-configuration-null-state-regression-audit.md","docs","sprint","6485"
"sprint-252-configuration-null-deref-surgical-root-cause.md","sprint-252-configuration-null-deref-surgical-root-cause.md","docs","sprint","5720"
"sprint-253-configuration-null-state-hardening.md","sprint-253-configuration-null-state-hardening.md","docs","sprint","4869"
"sprint-254-alert-scheduling-lifecycle-audit.md","sprint-254-alert-scheduling-lifecycle-audit.md","docs","sprint","7863"
"sprint-254-modalshell-react-api-normalization.md","sprint-254-modalshell-react-api-normalization.md","docs","sprint","2811"
"sprint-255-alert-occurrence-contract-completion-architecture-audit.md","sprint-255-alert-occurrence-contract-completion-architecture-audit.md","docs","sprint","20224"
"sprint-256-alert-occurrence-contract-lifecycle-design.md","sprint-256-alert-occurrence-contract-lifecycle-design.md","docs","sprint","14878"
"sprint-256-CERT-alert-occurrence-contract-lifecycle-design-certification.md","sprint-256-CERT-alert-occurrence-contract-lifecycle-design-certification.md","docs","sprint","13461"
"sprint-257-alert-occurrence-contract-lifecycle-implementation.md","sprint-257-alert-occurrence-contract-lifecycle-implementation.md","docs","sprint","4753"
"sprint-257-CERT-alert-occurrence-implementation-lifecycle-certification.md","sprint-257-CERT-alert-occurrence-implementation-lifecycle-certification.md","docs","sprint","14766"
"sprint-257-HF1-alert-occurrence-projection-null-safety-hardening.md","sprint-257-HF1-alert-occurrence-projection-null-safety-hardening.md","docs","sprint","5204"
"sprint-258-alert-configuration-editor-initial-state-temporal-defaults-audit.md","sprint-258-alert-configuration-editor-initial-state-temporal-defaults-audit.md","docs","sprint","9848"
"sprint-259-alert-configuration-editor-ux-initialization-temporal-defaults.md","sprint-259-alert-configuration-editor-ux-initialization-temporal-defaults.md","docs","sprint","6784"
"sprint-260-identity-boundary-audit.md","sprint-260-identity-boundary-audit.md","docs","sprint","9774"
"sprint-261-alert-multi-config-runtime-enrollment.md","sprint-261-alert-multi-config-runtime-enrollment.md","docs","sprint","5464"
"sprint-262-alert-multi-config-runtime-monitoring-identity-projection-audit.md","sprint-262-alert-multi-config-runtime-monitoring-identity-projection-audit.md","docs","sprint","9298"
"sprint-263-alert-config-metadata-roundtrip-preservation.md","sprint-263-alert-config-metadata-roundtrip-preservation.md","docs","sprint","8108"
"sprint-264-alert-temporal-completion-audit.md","sprint-264-alert-temporal-completion-audit.md","docs","sprint","4531"
"sprint-265-form-alert-completion-lifecycle-certification.md","sprint-265-form-alert-completion-lifecycle-certification.md","docs","sprint","6340"
"sprint-266-multi-alert-completion-identity-audit.md","sprint-266-multi-alert-completion-identity-audit.md","docs","sprint","7086"
"Sprint-268.md","Sprint-268.md","docs","sprint","14153"
"sprint-269-operational-experience-and-capability-assignment-integrity-audit.md","sprint-269-operational-experience-and-capability-assignment-integrity-audit.md","docs","sprint","19813"
"sprint-270-capability-persistence-recovery-and-assignment-path-correction.md","sprint-270-capability-persistence-recovery-and-assignment-path-correction.md","docs","sprint","5935"
"Sprint-271.md","Sprint-271.md","docs","sprint","8022"
"Sprint-272.md","Sprint-272.md","docs","sprint","13274"
"Sprint-273.md","Sprint-273.md","docs","sprint","16642"
"Sprint-274.md","Sprint-274.md","docs","sprint","17580"
"Sprint-275.md","Sprint-275.md","docs","sprint","9003"
"Sprint-276.md","Sprint-276.md","docs","sprint","12403"
"Sprint-277.md","Sprint-277.md","docs","sprint","8982"
"Sprint-278.md","Sprint-278.md","docs","sprint","14790"
"Sprint-279.md","Sprint-279.md","docs","sprint","18577"
"Sprint-280.md","Sprint-280.md","docs","sprint","13315"
"Sprint-281.md","Sprint-281.md","docs","sprint","30914"
"Sprint-283.md","Sprint-283.md","docs","sprint","15275"
"Sprint-284.md","Sprint-284.md","docs","sprint","10607"
"Sprint-285.md","Sprint-285.md","docs","sprint","10062"
"Sprint-286.md","Sprint-286.md","docs","sprint","11758"
"Sprint-288.md","Sprint-288.md","docs","sprint","15166"
"Sprint-289.md","Sprint-289.md","docs","sprint","12976"
"Sprint-290.md","Sprint-290.md","docs","sprint","13564"
"Sprint-291.md","Sprint-291.md","docs","sprint","11101"
"Sprint-292.md","Sprint-292.md","docs","sprint","10189"
"Sprint-293.md","Sprint-293.md","docs","sprint","22408"
"Sprint-295.md","Sprint-295.md","docs","sprint","4330"
"Sprint-296.md","Sprint-296.md","docs","sprint","9617"
"Sprint-297.md","Sprint-297.md","docs","sprint","7058"
"Sprint-298.md","Sprint-298.md","docs","sprint","6562"
"Sprint-299.md","Sprint-299.md","docs","sprint","8522"
"Sprint-300.md","Sprint-300.md","docs","sprint","8222"
"Sprint-301.md","Sprint-301.md","docs","sprint","8349"
"Sprint-302.md","Sprint-302.md","docs","sprint","9407"
"Sprint-304.md","Sprint-304.md","docs","sprint","11584"
"Sprint-305.md","Sprint-305.md","docs","sprint","7872"
"Sprint-306.md","Sprint-306.md","docs","sprint","6733"
"Sprint-307.md","Sprint-307.md","docs","sprint","10750"
"Sprint-308.md","Sprint-308.md","docs","sprint","6776"
"Sprint-310.md","Sprint-310.md","docs","sprint","8958"
"Sprint-311.md","Sprint-311.md","docs","sprint","7184"
"Sprint-312.md","Sprint-312.md","docs","sprint","11256"
"Sprint-313.md","Sprint-313.md","docs","sprint","9792"
"Sprint-314.md","Sprint-314.md","docs","sprint","12862"
"Sprint-315.md","Sprint-315.md","docs","sprint","9525"
"Sprint-316.md","Sprint-316.md","docs","sprint","13209"
"Sprint-317.md","Sprint-317.md","docs","sprint","6274"
"Sprint-318.md","Sprint-318.md","docs","sprint","7580"
"Sprint-319.md","Sprint-319.md","docs","sprint","6095"
"Sprint-320.md","Sprint-320.md","docs","sprint","12021"
"Sprint-321.md","Sprint-321.md","docs","sprint","3571"
"Sprint-322.md","Sprint-322.md","docs","sprint","7395"
"Sprint-323.md","Sprint-323.md","docs","sprint","7231"
"Sprint-324.md","Sprint-324.md","docs","sprint","9608"
"Sprint-325.md","Sprint-325.md","docs","sprint","7526"
"Sprint-326.md","Sprint-326.md","docs","sprint","10851"
"Sprint-327.md","Sprint-327.md","docs","sprint","9852"
"Sprint-328.md","Sprint-328.md","docs","sprint","7839"
"Sprint-329.md","Sprint-329.md","docs","sprint","5119"
"Sprint-330.md","Sprint-330.md","docs","sprint","8567"
"Sprint-332.md","Sprint-332.md","docs","sprint","9375"
"Sprint-333.md","Sprint-333.md","docs","sprint","12627"
"Sprint-334.md","Sprint-334.md","docs","sprint","5788"
"Sprint-335.md","Sprint-335.md","docs","sprint","4686"
"Sprint-336.md","Sprint-336.md","docs","sprint","4632"
"Sprint-337.md","Sprint-337.md","docs","sprint","4484"
"Sprint-338.md","Sprint-338.md","docs","sprint","4557"
"Sprint-339.md","Sprint-339.md","docs","sprint","4156"
"Sprint-341.md","Sprint-341.md","docs","sprint","6246"
"Sprint-342.md","Sprint-342.md","docs","sprint","5763"
"Sprint-343.md","Sprint-343.md","docs","sprint","7284"
"Sprint-344.md","Sprint-344.md","docs","sprint","6466"
"Sprint-346.md","Sprint-346.md","docs","sprint","7145"
"Sprint-347.md","Sprint-347.md","docs","sprint","7928"
"Sprint-348.md","Sprint-348.md","docs","sprint","6557"
"Sprint-350.md","Sprint-350.md","docs","sprint","11216"
"Sprint-351.md","Sprint-351.md","docs","sprint","6726"
"Sprint-355.md","Sprint-355.md","docs","sprint","5910"
"Sprint-356.md","Sprint-356.md","docs","sprint","8077"
"Sprint-357.md","Sprint-357.md","docs","sprint","7861"
"Sprint-358.md","Sprint-358.md","docs","sprint","5840"
"Sprint-359.md","Sprint-359.md","docs","sprint","7889"
"Sprint-360.md","Sprint-360.md","docs","sprint","7505"
"Sprint-361.md","Sprint-361.md","docs","sprint","9072"
"Sprint-362.md","Sprint-362.md","docs","sprint","9501"
"Sprint-363.md","Sprint-363.md","docs","sprint","6877"
"Sprint-364.md","Sprint-364.md","docs","sprint","10172"
"Sprint-365.md","Sprint-365.md","docs","sprint","6087"
"Sprint-366.md","Sprint-366.md","docs","sprint","12240"
"Sprint-367.md","Sprint-367.md","docs","sprint","5789"
"Sprint-368.md","Sprint-368.md","docs","sprint","7596"
"Sprint-369.md","Sprint-369.md","docs","sprint","6825"
"Sprint-370.md","Sprint-370.md","docs","sprint","15291"
"Sprint-371.md","Sprint-371.md","docs","sprint","16770"
"Sprint-372.2.md","Sprint-372.2.md","docs","sprint","14159"
"Sprint-374.md","Sprint-374.md","docs","sprint","7294"
"Sprint-376.md","Sprint-376.md","docs","sprint","13324"
"Sprint-377.md","Sprint-377.md","docs","sprint","13025"
"Sprint-378.md","Sprint-378.md","docs","sprint","21304"
"Sprint-380.md","Sprint-380.md","docs","sprint","10372"
"Sprint-381.md","Sprint-381.md","docs","sprint","16757"
"Sprint-382.md","Sprint-382.md","docs","sprint","22922"
"Sprint-383.md","Sprint-383.md","docs","sprint","10659"
"Sprint-385.md","Sprint-385.md","docs","sprint","15059"
"Sprint-386.md","Sprint-386.md","docs","sprint","16181"
"Sprint-386A.md","Sprint-386A.md","docs","sprint","10552"
"Sprint-387.md","Sprint-387.md","docs","sprint","14925"
"Sprint-388.md","Sprint-388.md","docs","sprint","15663"
"Sprint-389-Public-Release-Security-Audit.md","Sprint-389-Public-Release-Security-Audit.md","docs","sprint","22762"
"Sprint-394-Deployment-Compatibility-Audit.md","Sprint-394-Deployment-Compatibility-Audit.md","docs","sprint","10197"
"sprint-81-editable-form-definition-foundation.md","sprint-81-editable-form-definition-foundation.md","docs","sprint","5992"
"sprint-82-rule-based-form-classification-engine.md","sprint-82-rule-based-form-classification-engine.md","docs","sprint","8645"
"sprint-83-business-knowledge-classification-engine.md","sprint-83-business-knowledge-classification-engine.md","docs","sprint","7992"
"sprint-84-document-layout-intelligence-engine.md","sprint-84-document-layout-intelligence-engine.md","docs","sprint","9727"
"sprint-85-document-section-intelligence-checklist-compliance-engine.md","sprint-85-document-section-intelligence-checklist-compliance-engine.md","docs","sprint","9128"
"sprint-86-operational-document-pattern-recognition-checklist-compliance-certification.md","sprint-86-operational-document-pattern-recognition-checklist-compliance-certification.md","docs","sprint","11018"
"sprint-87-checklist-runtime-compliance-workflow-certification.md","sprint-87-checklist-runtime-compliance-workflow-certification.md","docs","sprint","8127"
"sprint-88-unified-checklist-workflow-compliance-audit-certification.md","sprint-88-unified-checklist-workflow-compliance-audit-certification.md","docs","sprint","9040"
"sprint-89-compliance-traceability-audit-pipeline-certification.md","sprint-89-compliance-traceability-audit-pipeline-certification.md","docs","sprint","5680"
"sprint-90-operational-signature-standardization-responsible-party-certification.md","sprint-90-operational-signature-standardization-responsible-party-certification.md","docs","sprint","5028"
"sprint-91-administrative-responsive-layout-contract-certification.md","sprint-91-administrative-responsive-layout-contract-certification.md","docs","sprint","5241"
"sprint-92-form-integrity-protection-safe-deletion-certification.md","sprint-92-form-integrity-protection-safe-deletion-certification.md","docs","sprint","5796"
"sprint-93-operational-traceability-experience-certification.md","sprint-93-operational-traceability-experience-certification.md","docs","sprint","6803"
"sprint-94-operational-data-normalization-universal-layer-certification.md","sprint-94-operational-data-normalization-universal-layer-certification.md","docs","sprint","7005"
"sprint-95-operational-experience-contract-ssot-certification.md","sprint-95-operational-experience-contract-ssot-certification.md","docs","sprint","6082"
"sprint-96-universal-operational-experience-runtime-certification.md","sprint-96-universal-operational-experience-runtime-certification.md","docs","sprint","6722"
"sprint-97-universal-operational-import-workflow-certification.md","sprint-97-universal-operational-import-workflow-certification.md","docs","sprint","7530"
"sprint-98-universal-operational-rules-engine-certification.md","sprint-98-universal-operational-rules-engine-certification.md","docs","sprint","10009"
"sprint-99-universal-operational-audit-layer-certification.md","sprint-99-universal-operational-audit-layer-certification.md","docs","sprint","7358"
".ai\00-READ-FIRST.md","00-READ-FIRST.md",".ai","other","3319"
".ai\01-PROJECT-BASELINE.md","01-PROJECT-BASELINE.md",".ai","project","3196"
".ai\02-ARCHITECTURAL-GOVERNANCE.md","02-ARCHITECTURAL-GOVERNANCE.md",".ai","other","1323"
".ai\03-DEVELOPMENT-WORKFLOW.md","03-DEVELOPMENT-WORKFLOW.md",".ai","other","342"
".ai\04-REUSE-FIRST-POLICY.md","04-REUSE-FIRST-POLICY.md",".ai","other","633"
".ai\05-SPRINT-DEFINITION-STANDARD.md","05-SPRINT-DEFINITION-STANDARD.md",".ai","other","494"
".ai\06-IMPLEMENTATION-RULES.md","06-IMPLEMENTATION-RULES.md",".ai","other","430"
".ai\07-BUSINESS-ROADMAP.md","07-BUSINESS-ROADMAP.md",".ai","roadmap","741"
".ai\08-DECISION-LOG.md","08-DECISION-LOG.md",".ai","other","404"
".ai\09-CERTIFICATION-CHECKLIST.md","09-CERTIFICATION-CHECKLIST.md",".ai","other","430"
".ai\10-AI-COLLABORATION-PROTOCOL.md","10-AI-COLLABORATION-PROTOCOL.md",".ai","other","650"
".ai\CHANGELOG.md","CHANGELOG.md",".ai","other","0"
"00-governance\architecture_progress.md","architecture_progress.md","00-governance","architecture","510"
"00-governance\changelog.md","changelog.md","00-governance","other","41008"
"00-governance\technical_roadmap.md","technical_roadmap.md","00-governance","roadmap","27223"
"00-governance\tree_docs.md","tree_docs.md","00-governance","other","1674"
"01-core-runtime\component_registry.md","component_registry.md","01-core-runtime","other","23895"
"01-core-runtime\core_architecture.md","core_architecture.md","01-core-runtime","architecture","37647"
"01-core-runtime\dynamic_runtime_engine.md","dynamic_runtime_engine.md","01-core-runtime","other","38793"
"01-core-runtime\event_bus_architecture.md","event_bus_architecture.md","01-core-runtime","architecture","34840"
"01-core-runtime\rendering_engine.md","rendering_engine.md","01-core-runtime","other","46403"
"01-core-runtime\runtime_data_model.md","runtime_data_model.md","01-core-runtime","other","32134"
"01-core-runtime\runtime_state_architecture.md","runtime_state_architecture.md","01-core-runtime","architecture","33671"
"01-core-runtime\SPRINT_8_RUNTIME_ARCHITECTURE_AUDIT.md","SPRINT_8_RUNTIME_ARCHITECTURE_AUDIT.md","01-core-runtime","sprint","12147"
"01-core-runtime\workflow_engine.md","workflow_engine.md","01-core-runtime","other","29742"
"01-core-runtime\01-core-runtime-doc\00-freeze\ARCHITECTURE_FREEZE_V1.md","ARCHITECTURE_FREEZE_V1.md","00-freeze","architecture","2272"
"01-core-runtime\01-core-runtime-doc\00-freeze\DOCUMENT_FREEZE_V1.md","DOCUMENT_FREEZE_V1.md","00-freeze","other","625"
"01-core-runtime\01-core-runtime-doc\00-freeze\RUNTIME_ARCHITECTURE_MASTER_DOCUMENT.md","RUNTIME_ARCHITECTURE_MASTER_DOCUMENT.md","00-freeze","architecture","10214"
"01-core-runtime\01-core-runtime-doc\01-audits\SAAS_DOMAIN_MAPPING_AUDIT.md","SAAS_DOMAIN_MAPPING_AUDIT.md","01-audits","audit","9373"
"01-core-runtime\01-core-runtime-doc\01-audits\SAAS_RUNTIME_INTEGRATION_AUDIT.md","SAAS_RUNTIME_INTEGRATION_AUDIT.md","01-audits","audit","10110"
"01-core-runtime\01-core-runtime-doc\01-audits\SAAS_RUNTIME_INTEGRATION_STRATEGY_AUDIT.md","SAAS_RUNTIME_INTEGRATION_STRATEGY_AUDIT.md","01-audits","audit","9184"
"01-core-runtime\01-core-runtime-doc\01-audits\SAAS_RUNTIME_TARGET_ARCHITECTURE_AUDIT.md","SAAS_RUNTIME_TARGET_ARCHITECTURE_AUDIT.md","01-audits","architecture","8787"
"01-core-runtime\01-core-runtime-doc\01-audits\T2.4_MINIMAL_RUNTIME_CONTRACT_AUDIT.md","T2.4_MINIMAL_RUNTIME_CONTRACT_AUDIT.md","01-audits","contract","7703"
"01-core-runtime\01-core-runtime-doc\02-sprint23-design\S23.1.1_RUNTIME_ENTRY_STRATEGY.md","S23.1.1_RUNTIME_ENTRY_STRATEGY.md","02-sprint23-design","other","6866"
"01-core-runtime\01-core-runtime-doc\02-sprint23-design\S23.1_BUSINESS_EVENT_INTEGRATION_DESIGN.md","S23.1_BUSINESS_EVENT_INTEGRATION_DESIGN.md","02-sprint23-design","other","7183"
"01-core-runtime\01-core-runtime-doc\02-sprint23-design\S23.7_ACTUAL_PATCH_EXECUTION_DESIGN.md","S23.7_ACTUAL_PATCH_EXECUTION_DESIGN.md","02-sprint23-design","other","4086"
"01-core-runtime\01-core-runtime-doc\02-sprint23-design\T2.3_RUNTIME_SAAS_COMPATIBILITY_MATRIX_AUDIT.md","T2.3_RUNTIME_SAAS_COMPATIBILITY_MATRIX_AUDIT.md","02-sprint23-design","audit","7776"
"01-core-runtime\01-core-runtime-doc\02-sprint23-design\T2.5_RUNTIME_INTEGRATION_BACKLOG_AUDIT.md","T2.5_RUNTIME_INTEGRATION_BACKLOG_AUDIT.md","02-sprint23-design","audit","8862"
"01-core-runtime\01-core-runtime-doc\02-sprint23-design\T2.6_SPRINT_23_EXECUTION_BLUEPRINT.md","T2.6_SPRINT_23_EXECUTION_BLUEPRINT.md","02-sprint23-design","other","6220"
"01-core-runtime\01-core-runtime-doc\03-master-model\ANTI_BYPASS_RULES.md","ANTI_BYPASS_RULES.md","03-master-model","other","485"
"01-core-runtime\01-core-runtime-doc\03-master-model\EXECUTION_FLOW.md","EXECUTION_FLOW.md","03-master-model","other","395"
"01-core-runtime\01-core-runtime-doc\03-master-model\MODULE_TEMPLATE.md","MODULE_TEMPLATE.md","03-master-model","other","1078"
"01-core-runtime\01-core-runtime-doc\03-master-model\prompt.md","prompt.md","03-master-model","other","2177"
"01-core-runtime\01-core-runtime-doc\03-master-model\SRCL_v1.0.md","SRCL_v1.0.md","03-master-model","other","2530"
"02-contracts\00-roadmap-maestro.md","00-roadmap-maestro.md","02-contracts","roadmap","4609"
"02-contracts\AntiBypassRules.md","AntiBypassRules.md","02-contracts","other","0"
"02-contracts\contract-registry.md","contract-registry.md","02-contracts","contract","14023"
"02-contracts\field_schema.md","field_schema.md","02-contracts","other","35429"
"02-contracts\FORM_CONTRACT_ENGINE_V1.md","FORM_CONTRACT_ENGINE_V1.md","02-contracts","contract","586"
"02-contracts\form_schema_universal_full.md","form_schema_universal_full.md","02-contracts","other","87609"
"02-contracts\form_schema_universal_sgc.md","form_schema_universal_sgc.md","02-contracts","other","18252"
"02-contracts\SRCL_V1.0.md","SRCL_V1.0.md","02-contracts","other","461"
"03-validation\business_rules.md","business_rules.md","03-validation","other","24010"
"03-validation\validation_engine.md","validation_engine.md","03-validation","other","29599"
"04-infrastructure\audit_engine.md","audit_engine.md","04-infrastructure","audit","7669"
"04-infrastructure\database_adapter_architecture.md","database_adapter_architecture.md","04-infrastructure","architecture","7841"
"04-infrastructure\database_setup.md","database_setup.md","04-infrastructure","other","9198"
"04-infrastructure\durability_contract.md","durability_contract.md","04-infrastructure","contract","9669"
"04-infrastructure\event_audit_correlation.md","event_audit_correlation.md","04-infrastructure","audit","7481"
"04-infrastructure\idempotency_strategy.md","idempotency_strategy.md","04-infrastructure","other","8972"
"04-infrastructure\infrastructure_layers.md","infrastructure_layers.md","04-infrastructure","other","10955"
"04-infrastructure\persistence_architecture.md","persistence_architecture.md","04-infrastructure","architecture","21220"
"04-infrastructure\runtime_api_contracts.md","runtime_api_contracts.md","04-infrastructure","contract","8398"
"04-infrastructure\storage_architecture.md","storage_architecture.md","04-infrastructure","architecture","10059"
"04-infrastructure\transaction_architecture.md","transaction_architecture.md","04-infrastructure","architecture","40324"
"05-implementation\application_implementation_architecture.md","application_implementation_architecture.md","05-implementation","architecture","8443"
"05-implementation\deployment_architecture.md","deployment_architecture.md","05-implementation","architecture","7196"
"05-implementation\implementation_roadmap.md","implementation_roadmap.md","05-implementation","roadmap","7274"
"05-implementation\project_structure_blueprint.md","project_structure_blueprint.md","05-implementation","project","7166"
"05-implementation\runtime_module_dependencies.md","runtime_module_dependencies.md","05-implementation","other","6382"
"06-analytics-ai\ANALISIS_ARQUITECTURA_ENTERPRISE.md","ANALISIS_ARQUITECTURA_ENTERPRISE.md","06-analytics-ai","other","87957"
"06-analytics-ai\analytics_architecture.md","analytics_architecture.md","06-analytics-ai","architecture","29499"
"06-analytics-ai\ia_ready_architecture.md","ia_ready_architecture.md","06-analytics-ai","architecture","29281"
"07-scalability\scalability_strategy.md","scalability_strategy.md","07-scalability","other","24656"
"08-registry\engine_registry.md","engine_registry.md","08-registry","other","9426"
"09-business-assets\1-inventario-maestro.md","1-inventario-maestro.md","09-business-assets","other","12797"
"09-business-assets\inventario_formatos.md","inventario_formatos.md","09-business-assets","other","18250"
"10-ai-context\AI_HANDOFF_INDEX.md","AI_HANDOFF_INDEX.md","10-ai-context","other","5904"
"10-ai-context\CURRENT_STATE.md","CURRENT_STATE.md","10-ai-context","other","1552"
"10-ai-context\PROJECT_OVERVIEW.md","PROJECT_OVERVIEW.md","10-ai-context","overview","8586"
"10-ai-context\PROMPTS_HISTORY.md","PROMPTS_HISTORY.md","10-ai-context","project","21254"
"10-ai-context\ROJECT_STRUCTURE_TREE.md","ROJECT_STRUCTURE_TREE.md","10-ai-context","other","0"
"10-ai-context\SPRINT_HISTORY.md","SPRINT_HISTORY.md","10-ai-context","sprint","31683"
